file_id,file_order,task_id,task_order,wmt_article,wmt_line,src,A,B,A_origin,B_origin
1s,37,cs,58,32,538,"11日,多家企业分别来到青岛市排污权交易中心提交排污权申购,申购受理后将缴纳有偿使用费。","On the 11th, many companies came to the Qingdao's Emission Trading Center to submit their carbon trading application and will pay the permit fees once it is processed.","11, a number of enterprises came to Qingdao Municipal Emission Trading Center to submit applications for the purchase of emission rights, purchase acceptance will pay a fee.",human_b,mt
1s,38,cs,24,120,1516,与很多互联网医疗公司贪大求全不同，iBaby从最初就专注于互联网产科垂直领域，深耕孕妈和医生两端。,"Unlike many IOMT companies, iBaby has been focusing on the vertical field of obstetrics for the Internet from the very beginning and has been working with both mothers and doctors.","Unlike many internet healthcare companies, iBaby has been focused on the internet obstetrics vertical since its inception, working both as a mother and a doctor.",human_b,mt
1s,39,ds,7,106,1210,他和隆多组成的后场射程有限，当家球星巴特勒的三分命中率也只有32.8%，这让他们下赛季的进攻会打得很拥挤。,"He and Rondo has limited perimeter shot range, and their superstar Butler only has a 32.8% chance of scoring with a three-point shot. Offenses they head for the next season will be extremely crowded.",The backcourt range of Wade and Rondo is limited and Butler who is the star player only has a 32.8% 3-point percentage. This will make their offence limited in the next season.,human_a,human_b
1s,40,cs,5,77,971,而陈一冰则在率领中国拿到2012年奥运团体冠军的同时，也成为了吊环王。,"Chen Yibing, who led the Chinese gymnastics team to an Olympic gold in 2012 also became known as the king of rings.","Chen, on of leading 2012 Olympic rings the the the hand, other while king China became the to team championship.",human_a,spam
1s,41,cs,16,42,629,张小龙将女儿的动漫画作展示给记者，“如果没有当射击运动员，她应该还会继续画画”。,"Zhang Xiaolong showed a comic drawn by her daughter to the reporter and said ""if she didn't become a shooter, she would have probably continued drawing.""","Zhang showed his daughter's animated cartoon to reporters, ""If she hadn't been a shooter, she should have continued to draw.""",human_b,mt
1s,42,ds,24,106,1208,当然了，有些“退步”可能仅仅是数据的缩水，这些球员的实力可能并未下降。,"Of course, some of this ""degeneration"" could be attributed to lowered statistics, but the true ability of these players probably stayed the same.","Of course those deemed to have ""gotten worse"" may just be due to the limited stats and data, and they may actually not have gotten worse.",human_a,human_b
1s,43,cs,4,42,616,而进入省队后，张彬彬又曾因为迟迟进不了国家队，一度因为看不到希望而再度回到家里。,"After entering the provincial team, Zhang Binbin and because of the delay into the national team, once because there was no hope and returned home again.","After being in the provincial team, Zhang Binbin once again failed to get in the national team. As she could not see hope in getting in, she returned home once again.",mt,human_b
1s,44,cs,47,119,1508,国家卫生计生委、国家中医药管理局将适时组织对部分省份专项监督检查工作开展情况进行督查。,The National Health the of of Traditional Family the development supervision organize Medicine some Commission Chinese in State of and and Administration special and Planning will inspection provinces supervision in due course.,"The National Health and Family Planning Commission and State Administration of Traditional Chinese Medicine shall supervise, when required, the implementation of project monitoring and inspection for a number of provinces.",spam,human_a
1s,45,cs,31,40,599,美国红十字会人员估计，大约有100人无家可归，其中60至70人暂留附近小区中心的收容所，他们大都是西裔居民。,"An American Red Cross staff estimates that this has left 100 people homeless, of which 60 to 70 people will stay in temporary shelters at the nearby community center; most of them were Hispanic.","American Red Cross officials estimate that about 100 people are homeless, with 60 to 70 of them staying in shelters in nearby neighborhood centers, mostly Hispanic residents.",human_b,mt
1s,46,ds,46,90,1083,9月1日起，60岁至64岁的老年人可以半价乘坐城区的公交车。,"With effect from September 1, senior citizens aged 60 to 64 may pay 50% less when riding on a city bus.","From September 1st, seniors aged 60-64 can use city bus at half-price.",human_a,human_b
1s,47,ds,59,42,604,厦门姑娘张彬彬：“手型漂亮”开始射击之路职业生涯几经“逆转”,"The Young Zhang Binbin from Xiamen: She started her shooting career as she had ""Beautiful Hands"" and went through various ""struggles"".","Zhang Binbin, a daughter of Xiamen, had ""wonderful hand posture"" and experienced multiple ""reversals"" during her career as a shooter.",human_b,human_a
1s,48,cs,57,42,625,她说，女儿常常会自己缝制手工玩具，加上她擅长画画，从娃娃的五官到衣饰，总能做得栩栩如生。,"She says her daughter often sews her own handmade toys and, with her expertise in painting, makes everything from the doll's features to her clothes and accessories come to life.","She said that her daughter would often sew her own toys. As she also liked to draw, the facial expression and the clothes of the dolls she made looked really good.",mt,human_b
1s,49,cs,6,42,606,这位普通农民的女儿，就是11日晚为中国斩获里约奥运会女子50米步枪三姿决赛银牌的张彬彬。,"The daughter of an ordinary farmer is Zhang Binbin, who won the silver medal in the women's 50-meter rifle three-position final for China at the Rio Olympics on Monday night.",This average farmer's daughter is Zhang Binbin who won the silver medal in the 50 meter rifle three positions event at the Rio Olympic Games for China on the evening of the 11th.,mt,human_b
1s,50,ds,29,120,1523,阿里目前在医疗健康领域的布局分为三块，分别是阿里健康、天猫医药馆和支付宝未来医院。,"Alibaba has structured its presence in the health care industry into three segments, namely Alibaba Health, Tmall Pharmacy, and Alipay's Future Hospital.","Alibaba's current presence in the healthcare industry is divided into three sections: AliHealth, Tmall Online Pharmacy, and Alipay's ""Future Hospital"" program.",human_a,human_b
1s,51,ds,28,120,1510,另据香港艾力彼医院管理研究中心数据显示，创业一年内的互联网医疗公司大量死亡，约20%的初创互联网医疗企业已不复存在。,Figures from Hong Kong Ailibi Hospital Management Research Center revealed that many online health care companies close down within the first year of incorporation; approximately 20% of newly founded online health care enterprises no longer exist.,"According to data from the Hong Kong Alec Hospital Management Research Center, a large number of venture IOMT companies have gone out of business within a year of starting, and about 20% of them have disappeared.",human_a,human_b
1s,52,ds,49,120,1517,孕妈不仅可以免费24小时和一对一的主管医生问诊，还可以付费定向寻医问诊。,"""On a 24-hour basis, pregnant mothers can not only receive free one-on-one consultations with qualified doctors, and also receive paid medical diagnosis.""",Pregnant mothers can receive 24-hours one-on-one consultation with a specialist physician for free. They can also pay for personal consultation with a specified physician.,human_b,human_a
1s,53,ds,12,120,1521,据媒体报道，CEO王磊近日表示阿里健康“愿意沉下心来”拿下健康大数据。,"According to media reports, CEO Wang Lei recently stated that AliHealth ""has decided"" to compile the healthcare data.","Media report that CEO Wang Lei expressed that Alibaba Health is ""willing to settle down"" and takeover the Big Data analytics for health.",human_b,human_a
1s,54,ds,53,90,1084,11日上午，济宁市公交公司IC卡销售中心，办卡窗口前几位老年人正在排队办卡，62岁的姚大爷拿到老年半价卡。,The IC card sales counter had a line of seniors on the morning of the 11th at the Jining Public Transport Company. The 62 year old Mr. Yao got his half-fare card for seniors.,"In the morning of the 11th, several senior citizens were queuing before the IC card sales center of Jining Public Transport Company to apply for the card. Mr. Yao, a 62-year old citizen, received a half-price pass for senior citizens.",human_b,human_a
1s,55,cs,30,32,547,"该项目属于机械加工企业,申请的初始排污权为化学需氧量(COD)0.514吨/年、氨氮(NOX)0.052吨/年。","This project was for the machining companies, with initial emission amount of 0.514 ton/yr of COD, and 0.052 ton/yr of NOX on their application.","The project belongs to the mechanical processing enterprises, the application for the initial emission of chemical oxygen demand (COD) 0.514 tons / year, ammonia nitrogen (NOX) 0.052 tons / year.",human_b,mt
1s,56,cs,33,32,549,"2016年1月1日前已取得环评的现有排污单位,暂不征收有偿使用费。","The carbon credits obtained from EIA before January 1, 2016 will not be charged with the usage fee for the time being.","Existing units that have obtained an EIA prior to January 1, 2016, will not be charged a toll fee for the time being.",human_b,mt
1s,57,cs,8,32,548,大气污染物排污权有偿使用和交易为全市电力、热力生产供应重点工业企业。,The carbon emission trading is an important business to support electricity and heat for the city.,"Air pollutant emission rights paid use and trade for the city's electricity, thermal production and supply of key industrial enterprises.",human_b,mt
1s,58,ds,38,40,596,由于有些住户仍下落不明，他也呼吁起火公寓的居民与当局联络。,Some residents remain missing. He encouraged residents of the burning building to contact with the authorities.,"As the whereabouts of some residents are still unknown, he also asked the residents of the apartment that was in flames to contact the authorities.",human_a,human_b
1s,59,cs,22,42,624,“原来我会在家里做做衣服、缝缝补补，彬彬就会捡一些边角料自己做娃娃。”,"""Originally I would make clothes at home, sewing, Binbin will pick up some bits and pieces to make their own dolls.""","""When I would sew and repair clothes at home, Binbin would use the scrap pieces and make a doll herself.",mt,human_b
1s,60,cs,38,106,1217,不过问题是，随着杜兰特的到来，汤普森的使用率一定会下降，这势必将影响他的发挥。,"However, with Durant joining the team, the issues would be that Thompson's use rate will certainly decline, and is bound to affect his performance.","The problem, though, is that Thompson's usage is bound to decline with Durant's arrival, and that's bound to affect his play.",human_b,mt
1s,61,cs,44,32,551,"青岛市环保局副局长汉红燕介绍,如果违法排污、超标排污仍然要按照相关的法规予以处罚,不可能允许违法企业通过购买排污权的方式来规避处罚。","Han Hongyan, deputy director of Qingdao Municipal Environmental Protection Bureau, said that if illegal discharge, excessive discharge should still be punished in accordance with the relevant regulations, it is impossible to allow illegal enterprises through the purchase of pollution rights to avoid punishment.","Han Hongyan, the Deputy Director of the Environmental Protection Bureau of Qingdao stated the those who discharge illegal pollutants and excessive pollutants will still be punished according to the regulation; those discharging illegal discharge of pollutants and excessive discharge of pollutants will still have to be punished in accordance with relevant regulations, and companies will not be able to purchase emission permits to avoid punishment for illegal or excessive discharges.",mt,human_b
1s,62,cs,25,32,544,"此次即将完成的交易首单也预示着青岛排污权交易试点工作正式拉开序幕,也将是全省排污权交易首单和全国城市级排污权交易首单。","The first trading done represents that the carbon emission trading pilot program has officially started, and will be the first in the province to introduce the emission trading scheme at the city-level.","The transaction is about to complete the first single also indicates that Qingdao emission trading pilot work officially kicked off, will also be the province's emission trading first single and the first national city-level emissions trading.",human_b,mt
1s,63,cs,49,42,628,平时见不到女儿，父母在家中将女儿小时候的画作以及历年的荣誉都细心收存着。,"Usually can not see his daughter, parents at home will be his daughter's childhood paintings as well as the honor of the calendar year are carefully preserved.","As they aren't able to see their daughter often, they make sure to carefully keep the drawings she made when she was little at home.",mt,human_b
1s,64,cs,29,106,1209,即便韦德仍是联盟里最好的得分后卫之一，但是他在公牛的表现应该不会有热火那么好了。,"Even though Wade is still one of the best shooting guards in the league, he probably won't do as well with the Bulls as the Heat.","Despite Dwayne Wade being one of the top shooting guards in the league, he will probably not perform as well with the Bulls than he did back with the Heat.",mt,human_b
1s,65,ds,22,106,1218,这一影响将不仅是出手次数的影响，汤神的持球进攻在下赛季肯定也会大大减少，这在某些方面也会降低对手对他的防守难度。,This will impact his shots taken and will surely reduce greatly next season and make the opponent defend him easier.,"This not only affected the chances for Thompson to play the game, his field goal attempts will be vastly reduced in the next season, and reduce the challenges faced by his opponents when defending against him.",human_b,human_a
1s,66,cs,11,32,553,"现在企业为了自身的利益,提高了治污的积极性,珍惜有限的排污权,减少了污染物排放。","Now enterprises for their own interests, improve the enthusiasm of pollution control, cherish the limited emission rights, reducing the emission of pollutants.",Companies have now put their focus on managing emissions for their own benefit and appreciate limiting the emission amount which has lead to a reduction of pollutants being discharged.,mt,human_b
1s,67,ds,19,42,619,“每个教练挑选队员的方法不一样，当时我看到彬彬的手长得很漂亮，就一下子相中了。”,"""The way a coach decides who makes the team is different. However for me, I knew she was it when I saw Zhang Binbin's hands.""","""Every coach has different way of picking team members. At the time, I noticed that Binbin has really nice hands, and fell in love with them immediately.""",human_b,human_a
1s,68,ds,34,120,1511,然而，就在大部分互联网医疗企业挣扎在A轮或B轮的融资路上的时候，有几家细分领域领先企业仍能获得资本热捧。,"However, just as most of the IOMT companies struggled in the A or B round of financing, there were several leading companies in the niche areas who were still able to obtain sufficient capital.","However, while most Internet health care companies were struggling to choose between Series A or Series B financing, a number of leading companies in specialized sectors were still able to attract capital.",human_b,human_a
1s,69,cs,10,120,1518,而在医生端，iBaby通过采取组织专家给基层医生开展在线讲座、同行交流、病例讨论等微讲座的形式，打破地域限制。,"At the doctor's end, iBaby breaks geographical boundaries by organizing experts to give microlectures, such as online lectures, peer-to-peer exchanges, and case discussions, to doctors at the grass-roots level.","From the doctor's side, iBaby allows them to provide lectures, communicate better with peers, discuss cases beyond the geographic barriers.",mt,human_b
1s,70,cs,37,40,597,据悉，在这栋公寓住了30年的杜雷女士(Mariana Turay)表示：“好像有炸弹掉下来。”,"""It looks like a bomb fell,"" said Mariana Turay, who has lived in the apartment for 30 years.","Based on the report, Mariana Turay who has lived in the apartment for 30 years commented that ""it was as if a bomb was dropped"".",mt,human_b
1s,71,cs,34,120,1512,看来，互联网医疗创业断不可“一窝蜂”，而是要看准市场需求，沉得下心做专，做深。,"It seems that the Internet can not be a medical entrepreneurship ""swarm"", but to look at the market demand, sink down to do special, do deep.","From this observation, one can say that these IOMT cannot ""simply all come about doing the same thing"", but to watch the market demand and do their due diligence.",mt,human_b
1s,72,cs,35,32,556,这种权利实质上是排污者对环境容量资源占有、使用和收益的权利。,"This right is essentially the right of the polluter to possess, use and benefit from the environmental capacity resources.",This type of right limits the footprint of the polluters in the environment and a right to gain revenue.,mt,human_b
1s,73,cs,18,106,1207,无论是因为年龄的增大还是出场时间被限制，每个赛季都有一些球员的表现会出现退步。,"Whether it's because of increased age or limited playing time, there are a number of players who have regressed every season.","Whether it is due to age or limited playing time, there are always players who gets worse each season.",mt,human_b
1s,74,ds,56,120,1519,目前医生端开设三个板块，分别为医生继续教育、医生社交和医生求助。,"Currently, three segments have been set up at the doctor's end, namely, continuing education for doctors, social networking for doctors, and help for doctors.","Currently, the doctors can set up three sections for doctors to continue their education, communicate with other doctors, and request help from doctors.",human_a,human_b
1s,75,ds,27,42,621,在训练张彬彬的过程中，张亚杰印象最深的，则是这位农家女孩的投入。,"During training, the farm girl Zhang Binbin was so committed that she left a lasting impression with Zhang Yajie.","In the process of training Zhang Binbin, Zhang Yajie remembered clearly the input provided by this farm girl.",human_a,human_b
1s,76,cs,39,90,1086,“符合条件的老年人，持二代身份证到IC销售中心办理就可以；外地户口符合这个年龄的老年人也享受这个优惠。”,"""Eligible seniors can bring 2 pieces of ID to the IC card sales counter to apply. Seniors in this age group who are from out of the country can also enjoy this discount.""","""Eligible senior citizens, with the second generation ID card to the IC sales center can be processed; foreign accounts in line with the age of the elderly also enjoy this discount.""",human_b,mt
1s,77,cs,52,32,540,"11日上午,青岛双桃精细化工(集团)有限公司总经理赵秀平来到青岛市排污权交易中心提交排污权申购。","On the morning of November 11, Zhao Xiuping, general manager of Qingdao Shuangtao Fine Chemical Industry (Group) Co., Ltd. came to Qingdao Emission Trading Center to submit the application for emission rights.","On the morning of the 11th, Zhao Xiuping, the president of Qingdao Shuangtao Jingxi Chemical Industry (Group) Limited Company, came to the Qingdao Emissions Trading Center to submit an application to purchase an emission permit.",mt,human_b
1s,78,cs,48,42,631,张东红将奖牌和奖章整齐摆放，证书则统一放进了文件夹保存，“这些都是彬彬十几年心血换来的荣誉，我们都很珍惜。”,"Zhang Donghong arranged the medals neatly, and the certificates in a folder. “These are the result of Binbin's hard work in these 10 years and so, and are very precious to us.""","Zhang Donghong neatly placed the medals and medals, certificates are unified into the folder preservation, ""these are Binbin more than ten years of hard work in exchange for the honor, we all cherish.""",human_b,mt
1s,79,ds,20,120,1514,近年来，随着国家在医疗信息化方面的政策支持，电子化、集成化的供应链管理系统逐步进入各级医院。,"In recent years, the digitalized and integrated supply chain management system is slowly being utilized in various levels of hospitals thanks to country's support in the form of policies on the information of IOMT.","In recent years, thanks to national policy support in terms of medical informatization, electronic and integrated supply chain management systems have been gradually introduced into different classes of hospitals.",human_b,human_a
1s,80,ds,23,32,543,"根据青岛市物价、财政等部门确定的征收标准,目前预估算的初始排污权使用费约为64.12万元,工作人员将在7个工作日内完成核定。","The estimated initial emission fee is approximately 641,200 yuan according to the collection standards set by Qingdao Pricing Administration. The staff will process and verify it within 7 business days.","According to the collection criteria determined by Qingdao's pricing, finance and other departments, the  initial usage fee for emissions rights is currently estimated at approximately RMB641,200. Staff will complete checking and ratification within seven working days.",human_b,human_a
1s,81,cs,21,40,598,据悉，当地消防队花费了1小时45分钟才扑灭大火，附近建筑的居民在几小时后获准返回住处。,"It was reported that the fire took the local firefighters 1 hour and 45 minutes to extinguish, and residents in nearby buildings were able to return to their homes after a few hours.",It is understood the local fire brigade took an hour and 45 minutes to extinguish the blaze and residents of nearby buildings were allowed to return to their homes a few hours later.,human_b,mt
1s,82,cs,51,120,1513,鱼跃出资1200.00万元，占注册资本的40%，九州通器械公司出资1800.00万元，占注册资本的60%。,"Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. invested 120 million yuan, accounting for 40% of the registered capital, and Jiuzhou Tongji Machinery Co., Ltd. invested 180 million yuan, accounting for 60% of the registered capital.","Yuyue made a capital contribution of 12 million yuan, accounting for 40 percent of the registered capital, and Kyushu Tong Instrument Company made a capital contribution of 18 million yuan, accounting for 60 percent of the registered capital.",human_b,mt
1s,83,ds,10,42,622,他回忆说，张彬彬进入厦门射击队一年后多，队里进行立射的持久举枪训练，要求队员半个小时不能动。,"He recollected that more than one year after Zhang Binbin joined the Xiamen shooting team, the team conducted a standing posture rifle firing training. Team members were required to stand still for half an hour.","He recalls that around 1 year after Zhang Binbin joined the Xiamen Shooting team, the team had a endurance training exercise where they were not allowed to move for half an hour.",human_a,human_b
1s,84,cs,19,35,576,如果交管部门都能下定决心向开车玩手机行为“宣战”，将这一措施常态化，这种违法行为就一定能受到遏制。,"If traffic control departments are determined to ""declare war"" against drivers using mobile phones and establish legal actions as standard practice, such violations can be controlled accordingly.","If the can war"" to mobile ""declare on surely resolve and measure, and will all normalise the driving phones offence playing authorities with the be curbed.",human_a,spam
1s,85,ds,17,32,546,"当天,青岛四方新诚志卓客车配件有限公司也来为年产4200件高铁及动车组内饰配件项目申购排污权。","On that day, Qingdao Sifang Xincheng Zhizhuo Coach Components Co., Ltd. also came to apply for and purchase emission rights for the project to produce 4,200 pieces of interior accessories and components for high speed train and electric multiple units.","On the same day, Qingdao Sifang Xincheng Zhizhuo Coach Parts Co., Ltd. also came to purchase emission permits for their annual production of 4,200 pieces of high-speed rail and EMU (Electrical Multiple Unit) interior parts.",human_a,human_b
1s,86,ds,55,32,545,"赵秀平说,目前企业环保已投资达4个亿,表面上数额巨大,但对企业经营管理理念、社会效益都有很大影响,对企业创新管理也开辟了空间。","Zhao Xiuping said, ""Presently, enterprises have invested RMB400 million in environmental protection. On the surface, this seems an enormous amount, but it has a profound impact on both the operational and management philosophy of enterprises as well as social benefit, and has provided room for innovative management by enterprises.","Zhao Xiuping mentioned that he has invested RMB 400 million on corporate environmental responsibility. Despite being a large amount of money put into this, it greatly impacts the company's philosophy, social responsibility, and also opens up a new level of innovation management.",human_a,human_b
1s,87,cs,1,32,537,青岛是全国第12个也是山东省首个排污权有偿使用和交易试点城市。,Qingdao is the 12th in China and the first pilot city of paid use and trading of emission rights in Shandong Province.,Qingdao is the 12th and the first pilot city in Shandong Province to utilize a carbon trading scheme.,mt,human_b
1s,88,cs,56,42,607,11日夜，就在这部新电视前，张东红夫妇和几十位亲戚好友，一起见证了女儿一路奋起直追，从几乎预赛就被淘汰到差点大逆转的神奇过程。,"11 Day and night, just in front of the new TV, the Zhang Donghong couple and dozens of relatives and close friends, together witnessed the daughter all the way to catch up, from almost the preliminary round was eliminated to almost a complete reversal of the magical process.",Zhang Donghong and his wife along with a number of friends and family were in front of the new TV on the night of the 11th to witness their daughter make a miraculous comeback from almost being eliminated,mt,human_b
1s,89,ds,9,42,612,其母张小龙告诉记者，就在他们犹豫时，张彬彬找来了同村的几个“小说客”。,"Zhang's mother, Xiaolong told the reporters that when they felt hesitant about her doing this, Zhang Binbin brought a group of ""young kids"" from the same village to persuade her parents.","The mother, Zhang Xiaolong, told the reporter that when everyone was still hesitant, Zhang Binbin found several ""young persuaders"" from the same village.",human_b,human_a
1s,90,ds,58,106,1222,邓肯退役，吉诺比利宣布再战一年，GDP的组合最终也走到了尽头，作为三个人里最年轻的一个，法国跑车的油箱里也没有多少油了。,"With Duncan retiring and Ginobili playing one last season, the era of Ginobili, Duncan and Parker will finally come to an end. As the youngest of the three, there is not much gas left in the tank for the French import.","Duncan has retired, while Ginóbili announced that he will play for another year. The GDP combination has finally come to an end. As the youngest of the three, there is little gas in the tank of the French sports car.",human_b,human_a
1s,91,cs,28,79,1004,陵水交通运输局交通管理站站长王文义说，陵水交通部门在今年初开始整治非法营运载客三轮车，共取缔613辆非法营运载客三轮车。,"Wang Wenyi, director of the said this operation a tricycles illegal illegal at began down to beginning on with Transportation of management the Lingshui transportation operation traffic crack of total department Bureau, of Lingshui's station year, 613 passenger of of passenger tricycles banned.","Wang Wenyi, traffic management station master of Lingshui Transport Bureau, said that Lingshui Transport Department has set out to deal with trishaws that transport passengers illegally since the beginning of this year, and has outlawed a total of 613 illegal passenger trishaws.",spam,human_a
1s,92,cs,15,32,557,"下一步,在污染物排放总量不超过允许排放量的前提下,内部各污染源之间通过货币交换的方式相互调剂排污量。","The next step, assuming that the discharged pollutant does not exceed the limit is to control the emission amount  through carbon emission trading.","Next, under the premise that the total amount of pollutants discharged does not exceed the permitted amount, the amount of pollutants discharged is adjusted by means of currency exchange between the internal sources of pollution.",human_b,mt
1s,93,cs,26,32,550,"“有偿获得排污权并不等于获得了违法排污的权力,并不能随意地排放污染物。”","""Paid access to emission permits is not the same as access to the power of illegal discharge of pollutants, and can not be arbitrarily discharged pollutants.""","""Purchasing an emission permit does not grant permission to freely discharge illegal pollutants.""",mt,human_b
1s,94,cs,7,106,1206,很多NBA球员都证明了自己的实力。但是有人进步就有人衰落。,Many NBA players are able to prove their ability to play but there are people who fall off.,"A lot of NBA players have proven themselves, but some have improved and others have declined.",human_b,mt
1s,95,cs,23,106,1224,哦，对了，詹姆斯刚刚为克利夫兰带来了过去52年里第一座职业体育冠军奖杯。,Oh and James has just brought home Cleveland's first professional sports championship cup in 52 years.,"Oh, and by the way, James has just brought Cleveland its first Pro Sports Championship trophy in the last 52 years.",human_b,mt
1s,96,ds,60,32,542,"赵秀平提交了申请表、建设项目环境影响报告书等材料后,青岛市排污权储备和交易服务中心开始对申请材料进行初审。","Zhao Xiuping submitted the application form, environmental impact report, and other materials for the construction project. The Qingdao City Emissions Reserve and Trading Service Center began preliminary reviews of the application materials.","After Zhao Xiuping submitted the construction and environmental assessment permit application, the Qingdao Emissions Trading Center started to do a preliminary review of the submitted application.",human_a,human_b
1s,97,ds,5,42,623,张小龙告诉记者，女儿一直是个安静乖巧的孩子，从小就喜欢画画和自制手工玩具，,Zhang Xiaolong told the reporters that her daughter was always a quiet and obedient girl who liked to draw and play with homemade toys when she was small.,Zhang Xiaolong told the reporter that her daughter is a quiet and obedient child and has loved drawing and making her own toys since a young age.,human_b,human_a
1s,98,cs,12,40,595,哈米尔又说，另有34人受伤送医，包括3名消防人员受了轻伤，他们已经出院。,"Another 34 people were taken to hospital with injuries, including three firefighters who suffered minor injuries, and they have been released from the hospital, Hamill added.",Hamir also said that 34 people were sent to the hospital of which 3 were firefighters with minor injuries and have already been discharged. ,mt,human_b
1s,99,cs,43,106,1219,杜兰特的到来一定会让勇士队的球员们数据缩水，但这其中缩水最严重的恐怕就是汤普森了。,"Durant's arrival is sure to shrink the Warriors' player numbers, but it's probably Thompson who has lost the most.","The arrival of Durant will limit the stats of the Warrior's players, and the player that would be the most affected would most likely be Thompson.",mt,human_b
1s,100,ds,48,49,675,截至2016年6月，全球共进行了114次月球探测，43次火星探测。,"As of June 2016, 114 lunar explorations and 43 Mars explorations had been carried out worldwide.","As Mars 114 been 2016, of conducted expeditions had 43 June and lunar expeditions globally.",human_a,spam
1s,101,ds,25,42,626,作为运动员，张彬彬和家人聚少离多，只有节假日才能回家，平时多靠电话联系。,"As an athlete, Zhang Binbin saw her family less and less, and would only go back home during the holidays, and usually contacted each other by phone.","As an athlete, Zhang Binbin spends little time with family, and could only return home during weekends and public holidays. Usually, they communicate using the telephone.",human_b,human_a
1s,102,ds,43,32,559,"我国从2007年开始进行试点,目前已有浙江、江苏等14个省(区、市)在全面推行。","Pilot programs were initiated since 2007. Currently, the program is being fully implemented at Zhejiang, Jiangsu, and other 14 provinces (in districts and cities).","China has been doing trials since 2007, and has implemented it in 14 provinces (in regions and cities) including Zhejiang and Jiangsu.",human_a,human_b
1s,103,cs,60,120,1509,据媒体披露，由于此前资本大规模涌入互联网医药，造成目前产品同质化的问题严重，投资热潮渐退，资本进入观望期。,"According to media reports, due to the large surge of capital into IOMT (internet of medical things), which resulted in a serious issue of product consistency. With the investment boom slowing down, investments have entered a wait-and-see period.","According to media reports, due to the previous large-scale influx of capital into Internet medicine, resulting in the current serious problem of product homogenization, the investment boom gradually receded, capital into a wait and see period.",human_b,mt
1s,104,cs,14,42,613,这些“小说客”是当年同时被推荐参加集训的同村小孩，其中还有张彬彬的表姐。,"These ""novelists"" were children from the same village who had been recommended for training at the same time, including Zhang's cousin.","The ""young kids"" were from the same village who were also recommended to participate in the training at the same time. Among them was Zhang Binbin's cousin.",mt,human_b
1s,105,cs,50,72,900,在有些夜晚，电离层充满自由电子，这意味着，无线电信号可以走得更远。,"On some nights, the ionosphere is filled with free electrons, which means that radio signals can go much further.","The ionosphere would be full of electrons on some night, which means radio signals can travel further.",mt,human_b
1s,106,ds,32,65,848,日本油企尤其对被称为“茶壶”的中国小型独立炼油厂崛起表示警惕。,"Japanese oil companies are particularly wary of the rise of small independent oil refineries in China referred to as ""teapots"".","Japanese oil independent China's expressed over small, the as rise particular known have companies refineries, in alarm of ""teapots.""",human_a,spam
1s,107,cs,32,32,555,"排污权又称“排放权”,是排放污染物的权利,指排放者在政府分配的额度内,依法享有的向环境排放污染物的权利。","Emission right, also known as ""emission right"", is the right to discharge pollutants, which refers to the right of the emitter to discharge pollutants into the environment within the quota allocated by the government according to law.","The right to emit pollutants, also known as “emissions permit”. It refers to the right of emitters to discharge pollutants to the environment within the limits allocated by the government.",mt,human_b
1s,108,ds,13,72,903,充满电子的电离层意味着，军方使用的无线电有着更大的播送范围，并且它或许会为全球定位系统（GPS）信号提供一些保护，使之免受太阳风暴的影响。,An ionosphere filled with electrons will provide military radios with a larger range of delivery and offer a certain degree of protection against the influence of solar storms for global positioning system (GPS) signals.,"The layers filled with electrons means that the radio used by the military has a larger transmission scope, and it may provide some protection for Global Positioning System (GPS) signals from the effects of solar storms.",human_a,human_b
1s,109,ds,47,42,609,但父母和亲朋好友没有放弃，不停地刷着文字直播，看到随着其他选手完赛，张彬彬名次一路提升，最终锁定决赛席位，其家中顿时爆发从一阵欢呼。,"However her parents and close friends did not give up on her as they kept their eyes on the text of the broadcast. Upon seeing other players finishing and where they were ranked, they saw Binbin's name go up the rank and secured a seat in the finals, when the families and friends burst in cheers at home.","Parents, family, and friends did not give up, and continued to watch to live stream. When the other athletes completed their firing, Zhang Binbin's rank kept rising until she secured the right to compete in the finals. Everyone at her home exploded in a great cheer.",human_b,human_a
1s,110,cs,13,90,1087,济宁市公交公司计算机中心副主任刘霞说，从8月1日开始办理以来，已办了200多张老年半价卡。,"Liu Xia, deputy director of the computer center of the Jining city bus company, said more than 200 half-price cards for the elderly had been issued since the process began on August 1.","Liu Xia, the deputy director of the IT division of the Jining Public Transport Company, said that more than 200 half-fare cards for seniors has been issued August 1.",mt,human_b
1s,111,cs,46,106,1221,帕克在上个赛季表现得比数据反映的要好些，不仅是因为他的篮下效率来到了生涯最高，他和阿尔德里奇的化学反应也让马刺队受益。,"Parker performed better than the data reflected last season, not only because his efficiency was at the highest level of his career, but his chemistry with Aldridge also benefited the Spurs.","Parker did better last season than the numbers suggest, not only because his basketball efficiency was at its highest in his career, but also because his chemistry with Aldridge benefited the Spurs.",human_b,mt
1s,112,ds,57,120,1524,王磊坦言，医疗健康创业会比其他行业要难，“这不仅仅是有多少钱的事情，还要沉得下心，耐得住寂寞慢慢去做。”,"Wang Lei disclosed that starting a medical healthcare company is more challenging when compared to other sectors. ""This is not just about making money. You must be patient and get used to loneliness to do this properly.""","Wang Lei admitted that business in the healthcare is more difficult than other industries. “It is not simply having enough money, but to be able to persevere and work step by step.""",human_a,human_b
