wmt_article,wmt_line,wmt_article_name,src,mt,human_a,human_b
45,646,ifeng0812.news.49765323_0,据外媒报道，当地时间10日，英国首相府唐宁街宣布：英国首相特蕾莎·梅将到瑞士度过暑假，但没有透露具体的休假地点。,"British Prime Minister Theresa May is to spend her summer holidays in Switzerland, Britain's prime minister Downing Street announced Thursday, without giving details of where she will be taking the holiday, foreign media reported.","Overseas media reported that at 10 AM, local time, the British Prime Minister's residence at Downing Street announced: British Prime Minister Teresa May will be taking her summer vacation at Switzerland. However, no information has been provided on the exact location of her trip.",
45,647,ifeng0812.news.49765323_0,有媒体称，在英国公投脱欧后，英国新首相选择到欧洲大陆上的“中立国”瑞士度假，带有某种政策象征性。,"Media captionIn the wake of the British referendum on Brexit, Britain's new prime minister chose to take a holiday in Switzerland, a ""neutral country"" on the European continent, with some sort of policy symbolism.","Some media said that after the UK referendum to leave the European Union, the new British Prime Minister opted to have a vacation in Switzerland that has been regarded as a ""neutral state"" in continental Europe, and act that may be symbolic in terms of policy.",
45,648,ifeng0812.news.49765323_0,英国《卫报》评论称，瑞士这个中立国所代表的象征性在英国首相第一次度假地的选择上发挥了作用。,The Guardian has commented that the symbolism represented by Switzerland as a neutral country played a role in the choice of the British prime minister's first holiday destination.,A comment in The Guardian claimed that the neutral symbolism of Switzerland has played a role in the UK Prime Minister's choice of her first holiday destination.,
45,649,ifeng0812.news.49765323_0,英国《每日电讯报》评论指出，特蕾莎·梅选择到瑞士度假，这是撒切尔夫人后，首次再有英国首相到瑞士度假。,"The Daily Telegraph review noted that Theresa May chose to holiday in Switzerland, the first time a British prime minister has visited the country since Mrs Thatcher.",A review in the UK's The Daily Telegraph pointed out that Theresa May chose to holiday in Switzerland. This was the first time a UK Prime Minister holidayed in Switzerland after Mrs Thatcher.,
45,650,ifeng0812.news.49765323_0,两位女首相的选择和布莱尔和卡梅伦两位男首相喜欢到较热的地方度假形成了反差。,"The choice of two female prime ministers contrasts with the two male prime ministers, Tony Blair and David Cameron, who prefer to spend their holidays in hotter places.","The choice of the two female Prime Ministers contrasts with that of the two male Prime Ministers, Blair and Cameron, who liked to holiday in warmer places.",
45,651,ifeng0812.news.49765323_0,据悉，英国新首相特蕾莎·梅将在8月24日返回伦敦，之后等待她的是一系列重要工作和活动。,"It is understood that Britain's new prime minister, Theresa May, will return to London on 24 August, after which a series of important jobs and activities await her.","It was reported that Theresa May, the new Prime Minister of Great Britain, will return to London on August 24. What awaits her next is a series of important tasks and activities.",
45,652,ifeng0812.news.49765323_0,英国议会将于9月5日复会，辩论的议题中包括网上要求的举办第二次脱欧公投事宜。,The British Parliament will resume on 5 September to debate issues including an online request to hold a second Brexit referendum.,The British parliament will resume on September 5. Topics for debate include holding a second Brexit referendum as requested online.,
45,653,ifeng0812.news.49765323_0,6月23日英国公投决定脱欧，但英国新首相不愿在年底前启动里斯本条约有关成员国脱欧的第50款内容。,"The UK voted to leave the EU in a referendum on 23 June, but Britain's new prime minister is reluctant to trigger Article 50 of the Lisbon treaty on member Brexit before the end of the year.","In June 23, the British launched a referendum to leave the European Union (EU). However, the new British Prime Minister is unwilling initiate the contents of Article 50 of the Treaty of Lisbon regarding to withdrawal of member states from the EU before the end of the year.",
46,654,ifeng0812.news.49765523_0,黄山市现存非物质文化遗产项目1325个，种类和数量均居全省第一。,"There are 1325 existing intangible cultural heritage projects in Huangshan City, ranking first in the province in both kind and quantity.","There are 1,325 intangible cultural and heritage assets in Huangshan City, giving the city the largest number and categories of such assets in the entire province.","There are 1,325 existing intangible cultural heritage items located in Huangshan City, making it the top ranked in the province in terms of type and quantity."
46,655,ifeng0812.news.49765523_0,由于徽文化非遗传承主要依赖口传面授，许多非遗濒临失传，运用数字化技术保存和保护势在必行。,"As the non-hereditary inheritance of emblem culture mainly depends on oral transmission, many of them are on the verge of being lost, so it is imperative to use digital technology to preserve and protect them.","As the transmission of the intangible cultural heritage of the Hui culture relies primarily on oral and face-to-face tradition, much intangible cultural heritage is on the brink of extinction. Using digital technology to store and protect it is imperative.",Many intangible items are lost because the intangible cultural items of Hui culture relies on being orally transmitted to others. It is important to use digital technology to preserve and protect them.
47,656,ifeng0812.news.49765537_0,根据省人大常委会今年工作要点安排，常委会计划听取审议专项工作报告，并开展实施银行业监督管理法、服务地方经济发展情况专题询问。,"In accordance with the arrangements for the work of the Standing Committee of the Provincial People's Congress for this year, the Standing Committee plans to hear and deliberate special work reports and carry out special inquiries on the implementation of the Law on Banking Supervision and the development of local economies.","According to work arrangements made this year by the Provincial People's Congress Standing Committee, the Standing Committee shall review the project work reports, enforce the Banking Supervision Law, and review topics related to servicing local economic development.",
47,657,ifeng0812.news.49765537_0,8月中旬，常委会将组织两个调研组赴部分市开展调研，为专题询问作准备。,"In mid-August, the Standing Committee will organize two research groups to conduct research in some cities in preparation for special inquiries.","In mid-August, the Standing Committee will organize two survey teams to carry out investigations in a number of branch cities to prepare for inquiries on this matter.",
47,658,ifeng0812.news.49765537_0,花建慧指出，省人大常委会听取和审议垂直管理部门专项工作报告并开展专题询问，在我省尚属首次，是加强和拓展人大监督工作的积极探索。,"Hua pointed out that the Standing Committee of the Provincial People's Congress listens to and considers the special work reports of the vertical administrative departments and carries out special inquiries for the first time in our province, which is an active exploration to strengthen and expand the supervision work of the National People's Congress.","Hua Jianhui pointed out that the Provincial People's Congress Standing Committee have listened and reviewed project reports given by a vertical management department and initiated project inquiries. This is the first time that such actions have been taken in this province, making it an active act of exploration to strengthen and expand the monitoring work of the People's Congress.",
48,659,ifeng0812.news.49765595_0,在新疆喀什的演习导演部，随着总导演的一声令下，武警驻喀什、和田、阿克苏三地的各部队迅速按照导调指令，实施机动集结，开赴演习作战地。,"At the exercise director's department in Kashgar, Xinjiang, at the behest of the general director, the armed police units stationed in Kashgar, Hotan, and Aksu quickly assembled and moved to the exercise site in accordance with the guidance instructions.","Upon receiving a single order given by the chief director located at the military exercise directing department located in Kashgar, Xinjiang, military police stationed in Kashgar, Hotan, and Aksu quickly mobilized and assembled according to deployment commands and headed for the exercise combat zones.","In the exercise training department in Kashgar, Xinjiang, ordered by the general director, the troops of the armed police in Kashi, Hetian, and Aksu quickly mobilized and proceeded with combat operations in accordingly."
49,660,ifeng0812.news.49765603_0,中国的火星计划来了,China's Mars mission is here.,China's Mars program unveiled,
49,661,ifeng0812.news.49765603_0,我国火星探测任务要一次实现环绕、着陆、巡视，这种形式在国外从没有过。,"China's Mars exploration mission to achieve a circle, landing, patrol, this form has never been in foreign countries.","The task of the Mars exploration mission of China is to achieve orbiting, landing, and inspection. Such format has never been carried out before in other countries.",
49,662,ifeng0812.news.49765603_0,我国的火星探测发射目标是想一步环绕、着陆、巡视，这个任务具有相当大的难度。,"The goal of our country's Mars exploration and launch is to surround, land and patrol in one step, which is quite difficult.","China's Mars exploration launch target is to orbit, land and inspect in one attempt. This was a difficult mission.",
49,663,ifeng0812.news.49765603_0,因为火星探测要26个月才能遇到一个时间窗口，所以专家们正在严密地制定工程计划，争取在2020年这个窗口发射我国第一个火星探测器。,"Because Mars exploration takes 26 months to meet a window of time, experts are working closely on engineering plans to launch our country's first Mars rover in this window by 2020.",The time window for exploring Mars happen only every 26 months. Experts are drawing up a stringent construction plan to launch our country's first Mars probe when the opportunity arrives in 2020.,
49,664,ifeng0812.news.49765603_0,据许达哲介绍，尽管我国的飞行器已经进入了深空，但是完成火星探测任务仍不可或缺，探测火星意味着中国从真正意义上迈入深空探测时代。,"According to Xu Dazhe, although China's spacecraft has entered deep space, but the completion of the Mars exploration mission is still indispensable, Mars exploration means that China from the true sense into the era of deep space exploration.","According to Xu Dazhe, although our country's space vehicle has been delivered into deep space, completion of a Mars exploration mission is indispensable. Mars exploration will mark the step by which China enters the era of deep space exploration.",
49,665,ifeng0812.news.49765603_0,“每隔两年或三年，才有一次火星距离地球最近的机会，在这个时间点上发射火星探测器，对运载火箭来说是最省能量的。”,"""Every two or three years, there is only one chance for Mars to be closest to Earth, and launching a Mars rover at this point in time is the most energy-efficient for a launch vehicle,"" he said.","""Mars comes closest to Earth only once every two or three years. Launching a Mars probe then would be most energy efficient for a carrier rocket.""",
49,666,ifeng0812.news.49765603_0,“考虑到火星探测器的质量，将由我国长征五号运载火箭来完成发射任务。”,"""Taking into account the quality of the Mars rover, China will be the Long March V launch vehicle to complete the mission.""","""Taking into consideration the quality of the Mars probe, the launch mission will be completed by our Long March 5 carrier rocket.""",
49,667,ifeng0812.news.49765603_0,我国的火星探测任务要一次实现环绕、着陆、巡视，这种形式在国外是从没有过的，国外曾拟一次实现环绕和着陆，但着陆失败了。,"China's Mars exploration mission to achieve a surround, landing, patrol, this form has never been in foreign countries, foreign countries have been intended to achieve a surround and landing, but the landing failed.","China's mission to explore Mars aims to orbit, land and inspect in one attempt. This form has never been attempted overseas. A foreign mission had once attempted to orbit and land but the landing failed.",
49,668,ifeng0812.news.49765603_0,火星探测涉及的技术领域非常多，特别之处还在于，虽然火星车是一个空间探测器，但与一般空间探测器相比，它又具有鲜明的特点。,"There are many technical fields involved in Mars exploration, and the special thing is that, although the Mars rover is a space probe, it has distinct characteristics compared with the general space probe.","Mars exploration covers a large number of technological fields. Despite being a space exploration device, the unique feature of the device is that it has distinctive characteristics that set it apart from general space exploration probes.",
49,669,ifeng0812.news.49765603_0,也就是说，火星探测器要具备确定行驶路线、发现障碍危险的能力。,"That is to say, the Mars rover should have the ability to determine the route and discover the danger of obstacles.","In other words, the Mars exploration vehicle must be given the ability to determine driving routes and detect obstacles and hazards.",
49,670,ifeng0812.news.49765603_0,中国航天科技集团五院研究员庞之浩说，人类之所以对火星探测如此青睐，是因为探测火星具有重要的科学、技术等多方面意义，甚至关系到人类的未来。,"Pang Zhihao, a researcher at the Fifth Academy of the China Aerospace Science and Technology Group, said that the reason why people are so interested in Mars exploration is because it has important scientific, technological and other significance, and even concerns the future of mankind.","Pang Zhihao, researcher at China Academy of Space Technology said that the reason why human beings are so keen to explore Mars is because it has major scientific, technological and various other significance, and is even related to the future of humanity.",
49,671,ifeng0812.news.49765603_0,目前火星已成为除地球以外人类研究程度最高的行星，人类利用空间探测器进行火星探测的历史几乎贯穿整个人类航天史。,"Mars has now become the planet with the highest degree of human research outside the Earth, and the history of human exploration of Mars using space probes runs through almost the entire history of human spaceflight.","Currently, Mars is the best-studied planet by the human race. The use of space probes for Mars exploration almost permeates the entirety of human aerospace history.",
49,672,ifeng0812.news.49765603_0,因此，人类希望有朝一日在火星建立居住基地，最终向火星移民，把它变成人类的第二家园。,"As a result, humanity hopes to one day establish a residential base on Mars, eventually migrating to it and turning it into a second home for humanity.","Hence, the human race hopes to construct a residential base on Mars in the future, colonize the planet, and make it a second home for the species.",
49,673,ifeng0812.news.49765603_0,大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,"There are also plenty of indications that Mars, like Earth today, may have evolved over billions of years to become a thin atmosphere, cooler temperatures, depleted water sources, and so on.","Large volumes of evidence suggest that Mars, in the past, may be like present day earth, and only assumed its current form with thin atmosphere, low temperature, and dwindling water resources after an process of change lasting billions of years.",
49,674,ifeng0812.news.49765603_0,因此，探测或载人登陆火星进行研究，可以为防止地球变成人类难以生存的第二个火星提出预案。,So exploration or manned landing on Mars for research could offer a preview of preventing the Earth from becoming a second Mars that would be difficult for humans to survive.,"Therefore, inspecting or sending manned spacecraft to Mars for study will help us find solution to prevent earth become a uninhabitable Mars, the second.",
49,675,ifeng0812.news.49765603_0,截至2016年6月，全球共进行了114次月球探测，43次火星探测。,"As of June 2016, 114 lunar expeditions and 43 Mars expeditions had been conducted globally.","As of June 2016, 114 lunar explorations and 43 Mars explorations had been carried out worldwide.",
49,676,ifeng0812.news.49765603_0,不过，从20世纪90年代至今，人类共进行了18次火星探测，而月球探测只进行了14次。,"Since the 1990s, however, there have been 18 missions to Mars, compared with 14 to the moon.","However, since the 1990s, the human race has launched a total of 18 Mars exploration missions. In comparison, only 14 Lunar exploration missions had been carried out.",
49,677,ifeng0812.news.49765603_0,目前有5个火星轨道器和2辆火星漫游车在工作，但只有1个月球轨道器和1个月球着陆器在工作。,"There are currently five Mars orbiters and two Mars rovers in operation, but only one lunar orbiter and one lunar lander are operational.","At this time, five Mars orbiters and two Mars rovers are in operation, but only one lunar orbiter and one lunar lander are in operation.",
49,678,ifeng0812.news.49765603_0,世界航天大国都制定了以火星系统为目标的探测计划，由此可见，当今的火星探测比月球探测还热。,"Today's exploration of Mars is hotter than that of the moon, as evidenced by the fact that the world's major spacefaring nations have developed plans to target the Mars system.","Leading countries in the aerospace industry have stipulated exploration projects that target the planet Mars. This demonstrates that in modern times, Mars exploration is more popular than lunar exploration.",
49,679,ifeng0812.news.49765603_0,2013年11月5日，印度发射了第一个火星探测器“曼加里安”，成为亚洲第一个成功探测火星的国家。,"On November 5, 2013, India launched its first Mars rover, Mangarian, making it the first country in Asia to successfully explore Mars.","On November 5, 2013, India launched its first Mars exploration probe Mangalyaan, and became the first country in Asia to successfully start a Mars exploration mission.",
49,680,ifeng0812.news.49765603_0,“曼加里安”用于研究火星表面、大气和矿物特征，探寻火星上是否有甲烷和生命迹象。,"""Mangarian"" is used to study the surface, atmosphere and mineral features of Mars, and to search for signs of methane and life on Mars.","""Mangalyaan"" is used to study the surface, atmospheric, and mineral characteristics of Mars to search whether there are methane and signs of life on the planet.",
49,681,ifeng0812.news.49765603_0,这次任务最难的地方，就是探测器进入火星大气后气动外形和降落伞减速只有一次机会,The most difficult part of the mission was that the rover had only one chance to enter the Martian atmosphere with its aerodynamic configuration and parachute deceleration,The most challenging part of this mission is that the probe has only one chance for its aerodynamic shape and parachute to decelerate when it enters the Martian atmosphere,
49,682,ifeng0812.news.49765603_0,据中国航天科技集团公司五院总体部的火星探测器总设计师孙泽洲介绍，火星探测任务面临着许多技术挑战。,"The Mars exploration mission faces many technical challenges, according to Sun Zezhou, chief architect of the Mars rover in the general department of the Fifth Academy of the China Aerospace Science and Technology Corporation.","According to Sun Zezhou, chief designer of the Mars exploration vehicle at the integrated department of facility 5 of the China Aerospace Science and Technology Corporation, the Mars exploration mission faces many technical challenges.",
49,683,ifeng0812.news.49765603_0,火星大气气压很低，只有地球表面大气压力的1%，具有很高的不确定性。,"Mars has a very low atmospheric pressure, only 1% of the atmospheric pressure on the Earth's surface, with a high degree of uncertainty.","The atmospheric pressure on Mars, at only 1% that on Earth, has significant uncertainties.",
49,684,ifeng0812.news.49765603_0,有关它的变化和风暴时特性等因素，科学家们还没有透彻的认识。,Scientists do not yet have a thorough understanding of factors such as its variability and storm-time characteristics.,"Scientists have yet to arrive at a clear understanding about its changes, the properties of the storms, and other functions.",
49,685,ifeng0812.news.49765603_0,火星在夏季常形成类似地球沙尘天气的尘暴，这会导致火星车接收的太阳光能量急剧下降，必须为火星车设计“休眠”模式，让其耐心地等待尘暴过去。,"Mars often forms dust storms in the summer that resemble the dust of the Earth, causing a sharp drop in the sun's energy received by the rover, which must be designed to ""sleep"" in order to patiently wait for the dust storm to pass.","As Mars experiences sand storms familiar with those on the earth, the rover will not receive enough solar energy for operation. Therefore, it has to have a "" Sleeping"" mode till the end of the storm.",
49,686,ifeng0812.news.49765603_0,同时，火星大气对太阳光照还有削减作用，这为火星探测的能源供给带来难题。,"At the same time, the Martian atmosphere has a diminishing effect on solar light, which poses a problem for the energy supply for Mars exploration.","The atmosphere of Mars will also weaken incoming solar radiation, providing yet another challenge to power supply for Mars exploration.",
49,687,ifeng0812.news.49765603_0,这就要求探测器的太阳翼面积更大，而且需不断调整，努力对准太阳方向。,This requires that the probe's solar wing area is larger and needs to be constantly adjusted in an effort to align with the direction of the sun.,This requires the probe to have larger solar panels that must be constantly adjusted to direct them towards the sun.,
49,688,ifeng0812.news.49765603_0,还有，火星表面重力只有地球的38%，但是比月球表面的重力大多了，因此探测器需要更大的功率。,"Also, the surface gravity of Mars is only 38% of that of Earth, but it is much greater than that of the lunar surface, so the probe needs more power.","In addition, the surface gravity on Mars is only 38% that of Earth, but is a lot larger than that on the Moon. Therefore, a probe with more power is required.",
49,689,ifeng0812.news.49765603_0,“这次火星探测任务最核心、最难的地方，就是探测器进入火星大气后气动外形和降落伞减速的过程，只有一次机会，必须确保成功。”,"""The most central and most difficult part of this mission is the aerodynamic shape and parachute deceleration of the spacecraft as it enters the Martian atmosphere.","""The most central and hardest part of this Mars exploration mission is the aerodynamic configuration and the parachute deceleration process after the probe enters the atmosphere of Mars. There is only one opportunity, and ensuring its success is critical.""",
49,690,ifeng0812.news.49765603_0,孙泽洲说，由于地球与火星距离遥远，整个过程无法由地面实时控制，所以必须依靠探测器自主完成。,"Sun said the whole process could not be controlled by the ground in real time because of the distance between the Earth and Mars, so it had to be done autonomously by the rover.","Sun Zezhou said that as Earth was a long distance away from Mars, it was impossible to control the entire process on a real-time basis. Therefore, a probe is required to complete the mission autonomously.",
49,691,ifeng0812.news.49765603_0,由于没有那么多的推进剂来抵消那么高的速度，所以登陆火星时，减速要依靠火星大气的作用，然而火星大气难以在地面模拟。,"Since there are not so many propellants to offset that high velocity, the deceleration upon landing on Mars depends on the action of the Martian atmosphere, which is difficult to simulate on the ground.","As there was insufficient propellant to offset such a high speed, when landing on Mars, deceleration would depend on the effect of the Martian atmosphere. The atmosphere on Mars however, is difficult to simulate on Earth.",
49,692,ifeng0812.news.49765603_0,庞之浩说，总体来讲，探测火星的方式与探测月球的方式相似，也是“绕、落、巡、回”，最终实现载人登陆火星的目标。,"In general, the way to explore Mars is similar to the way to explore the moon, Pang said, and is also to ""circle, fall, patrol, and return,"" ultimately achieving the goal of a manned landing on Mars.","Pang Zhihao said, ""On the whole, the methods used to explore Mars and the Moon are similar. It also involves ""orbit, land, inspect, return"", ultimately achieving the goal of bringing people to Mars.",
49,693,ifeng0812.news.49765603_0,由于火星距离地球比月球距离地球要远得多，所以探测火星需要攻克一系列更复杂的技术难关。,"Because Mars is much farther away from Earth than the Moon is from Earth, exploring Mars will require tackling a series of more complex technical hurdles.","As Mars is further away from Earth than the Moon, exploring Mars requires overcoming a series of more complex technical difficulties.",
50,694,ifeng0812.news.49765646_0,据台湾媒体报道，台“行政院长”林全昨天上午宣布，“政党及其附随组织不当取得财产处理条例”自今天起生效。,"Taiwan's ""Executive Premier"" Lin Quan announced yesterday morning that ""the regulations governing the improper acquisition of property by political parties and their affiliated organizations"" will take effect from today, according to Taiwanese media reports.","Taiwan media reported that Taiwan ""Legislative Yuan Premier"" Lin Chuan announced yesterday morning that the ""Rule for Managing Ill-gotten Assets by Political Parties and Their Affiliates"" will become effective from today.","The Taiwan media reported that the Taiwan's ""Premier"" Lin Chuan announced yesterday morning that ""the political party and its accompanying organization's improper acquisition of property management regulations"" took effect from today."
50,695,ifeng0812.news.49765646_0,国民党副主席詹启贤则表示，“一个一百多年历史的国民党，有社会的承诺跟责任，不会这样就倒闭”。,"Zhan Qixian, vice chairman of the Kuomintang, said: ""A Kuomintang with a history of more than 100 years has social commitments and responsibilities, and will not fail in this way.""","Steve Chan, Vice Chairman of the Kuomintang said, ""With a history of more than a century, the Kuomintang has social commitment and responsibility, and will not collapse just like that.""","The vice chairman of the Kuomintang, Steve Chan, said ""The KMT with a history of more than one hundred years has social commitments and responsibilities and will not be defeated just like this."""
50,696,ifeng0812.news.49765646_0,林全强调，如果政党、附随组织或受托管理人等违反条例所定禁止处分的规定，委员会将依职权调查并“依法”处分、裁罚。,"Lin stressed that if political parties, affiliated organizations or trustees violate the prohibition against punishment stipulated in the regulations, the committee will investigate ex officio and punish them ""in accordance with the law.""","Lin Chuan emphasized that any political party, affiliated organization, or commissioned manager who violates the penalty provisions of the Act, the member of the Committee shall exercise their duties and enforce punishment and penalties in ""accordance with the law"".","Lin Chuan emphasized that if a party, accompanying organization or trustee violates the provisions of the prohibition imposed by the regulations, the committee will investigate the case in accordance ""with the law"" and impose sanctions."
50,697,ifeng0812.news.49765646_0,林全也宣布不当党产委员会的副主委人选，将由台“廉政署副署长”洪培根担任。,"Lin also announced that he would not be the vice chairman of the party's property committee, and that Hung Pei-kan, Taiwan's ""deputy director of the Independent Commission Against Corruption,"" would be appointed to the post.","Lin Chuan also announced that Hung Pai-ken, Taiwan's ""Agency Against Corruption Deputy Director-General"", will be the Vice Chairman candidate for the Ill-gotten Party Assets Settlement Committee.","Lin Chuan also announced that in regards to the selection of the vice chairman for the Ill-gotten Party Assets Settlemen Committee, ""the Deputy Commissioner of the Independent Commission Against Corruption"", Hong Peigen will be a candidate."
50,698,ifeng0812.news.49765646_0,他说，由顾立雄担任不当党产委员会主委是不二人选，借用洪培根过去查察相关重大案件的经验，将作为委员会清查相关不当党产案件的基础。,"He said that Gu Lixiong is the only person to serve as the chairman of the inappropriate party property committee. Borrowing from Hong Bacon's past experience in inspecting relevant major cases, it will serve as the basis for the committee to identify relevant cases of improper party property.",He said that Koo Li-hsiung is the best pick as the chairperson of the Ill-gotten Party Assets Settlement Committee. Koo shall make use of Hung Pei-ken's experiences in handling major cases of similar nature and use the experiences as the basis for investigating cases related to ill-gotten party assets.,He said that Wellington Koo was appointed as the chairman of the Ill-gotten Party Assets Settlemen Committee. Hong's experience in handling major cases in the past will serve as the basis for the committee to investigate relevant cases for the Ill-gotten Party Assets Settlemen Committee.
50,699,ifeng0812.news.49765646_0,詹启贤认为，今天只要还有党产，没有人会给你社会捐款，若党产统统被充公收走，国民党刚好可请求社会支持与赞助，“今天真的没有了才有机会去要”。,"Jen Chih-hsien believes that as long as there are still party properties today, no one will give you social donations. If all party properties are confiscated and taken away, the Kuomintang can just ask for social support and sponsorship.","Steve Chan believed that as long as party assets exist today, no one will give public donations. If party assets were to be completely confiscated, this would be just the right time for the Kuomintang to ask for public support and sponsorship. ""Only if we have nothing today will we have the opportunity to ask"".","Zhan Qixian believes that as long as there are still party campaigns, no one will give you public donations. If the party’s campaigns were all confiscated, the Kuomintang can just request public support and sponsorship. ""You will only have the chance to go ask only when there is truly nothing left today""."
50,700,ifeng0812.news.49765646_0,詹启贤也强调，就算不当党产条例上路后，国民党党产没被完全充公、没收，剩下的仍会依承诺捐出去，让党产准归零，党要一切从零开始。,"Zhan Qixian also stressed that even if improper party property regulations on the road, the Kuomintang party property has not been completely confiscated, confiscated, the rest will still be donated in accordance with the commitment, so that the party will return to zero, the party should start from scratch.","Chan Chi-hsien emphasized that even if the act on handling ill-gotten party assets is enforced, any remaining Kuomintang asset that has yet to be fully nationalized or confiscated shall be donated according to his promise. Kuomintang assets shall be completely liquidated for the Party to start from square one.","Zhan Qixian also emphasized that even if the Party’s campaign regulations were not properly implemented, the KMT’s campaign would  be completely taken away and confiscated, and the rest would be donated according to promises to allow the Party’s campaign to start from zero and work up from there."
51,701,ifeng0812.news.49765656_0,原标题：“走廊医生”兰越峰诉央视主持人王志安名誉侵权一审败诉,"The original title: ""Corridor Doctor"" Lan Yufeng v CCTV presenter Wang Zhian reputation infringement first instance lost","Original title: ""Corridor doctor"" Lan Yuefeng loses defamation suit against CCTV host Wang Zhi'an",
51,702,ifeng0812.news.49765656_0,法制晚报讯因央视主持人王志安在新浪微博上发表针对“走廊医生”事件的言论，兰越峰将王志安及北京微梦创科网络技术有限公司诉至法院。,"Lan Yuefeng brought Wang Zhian and Beijing Micro-Dream Network Technology Co., Ltd. to court over comments made by CCTV host Wang Zhian on Sina Weibo in response to the incident involving the ""Corridor Doctor.""","Fawan (legal evening news) reported that Lan Yuefeng has pressed charges against Wang Zhian as well as Beijing Weibo Internet Technology Co., Ltd. for posts published by the China Central Television anchor Wang Zhian on Sina Weibo regarding the ""corridor physicians"" incident.",
51,703,ifeng0812.news.49765656_0,昨天下午，海淀法院对该案进行了宣判，判决认定王志安及微梦公司不构成侵权，驳回了兰越峰的全部诉讼请求。,"Yesterday afternoon, the Haidian court handed down its verdict in the case, finding that Wang Zhian and Weimeng Company did not constitute infringement and rejecting all the claims of Lan Yuefeng.","Yesterday afternoon, Haidian Court pronounced judgment on this case, and ruled that the conduct of Wang Zhi'an and Microdream Co., Ltd. did not constitute infringement, rejecting all the legal claims of Lan Yuefeng.",
51,704,ifeng0812.news.49765656_0,2014年初，央视记者王志安调查发现，尽管在医院走廊里坐了600多天的兰越峰被媒体塑造为被体制打压的悲情英雄，但这些报道存在大量不实信息。,"In early 2014, an investigation by CCTV reporter Wang Zhian found that despite the fact that Lan Yuefeng, who had been sitting in a hospital corridor for more than 600 days, was portrayed by the media as a tragic hero crushed by the system, there was a great deal of misinformation in those reports.","In early 2014, CCTV reporter Wang Zhian found during an investigation that Lan Yuefeng, who had been sitting in the hospital corridor for more than 600 days, have been established by the media as a tragic heroine oppressed by the system. However, many such reports contain a great deal of misinformation.",
51,705,ifeng0812.news.49765656_0,2014年3月29日，央视新闻调查制作的《走廊医生》节目播出。,"The Corridor Doctor programme, produced by the CCTV news investigation, was broadcast on March 29, 2014.","On March 29, 2014, CCTV News investigated the broadcast of the production of the Corridor Doctor program.",
51,706,ifeng0812.news.49765656_0,兰越峰向媒体举报的各种所谓过度医疗的信息，均没有证据支持。,"Lan Yuefeng reported to the media a variety of so-called excessive medical information, there is no evidence to support it.",Lan Yuefeng has informed the media of various so-called excessive medical treatment but has not provided any evidence to substantiate her claims.,
51,707,ifeng0812.news.49765656_0,王志安也在实名认证的微博中，描述“兰越峰之所以走到这一步是性格使然、其带有明显的偏执人格等”。,"Wang Zhian also in the real-name authentication of the Twitter account, described ""Lan Yue Feng has come to this point because of the character, it has obvious paranoid personality and so on.""","Wang Zhian also posted on a Weibo account that have been verified to his real name that ""Lan Yuefeng reached this step partly because of her personality that is characterized by distinctive paranoia.""",
51,708,ifeng0812.news.49765656_0,兰越峰提出要求王志安删除微博、向其致歉并赔偿精神损害抚慰金10万元。,"LanYueFeng request WangZhiAn delete microblog, to its apology and compensation for spiritual damage consolation 10 million yuan.","Lan Yuefeng demanded Wang Zhian to delete the Weibo posts, apologize to her, and pay a compensation of 100,000 RMB for psychological damage that she has endured.",
51,709,ifeng0812.news.49765656_0,在当时的庭审中，双方就王志安是否侵犯了兰越峰的名誉权进行了激辩。,"At the court hearing at the time, the two sides debated whether Wang Zhian had violated Lan Yuefeng's right to reputation.","During the court proceedings, both parties engaged in a hot debate whether Wang Zhian violated Lan Yuefeng's right to reputation.",
52,710,ifeng0812.news.49765658_0,12日看点：田径开赛中国队很忙女足冲四自行车盼突破,12 Watch: Athletics kick-off China is busy women's football team rushed four bicycles hoping for a breakthrough,Highlights for the 12th: China Team busy at work in athletics - Women's football entering the Top-4 - Cyclists seeking breakthrough,Points to watch on the 12th: Track and field has strarted and China's track and field team is off to a busy start. China's soccer team will aim for the semifinals. The cycling team will make a breakthrough.
52,711,ifeng0812.news.49765658_0,自行车有望实现奥运金牌“零突破”，而女足姑娘将挑战两次世界冠军得主德国队，期待爆冷冲进四强。,"Cycling is on track for a ""zero breakthrough"" in Olympic gold, while the women's soccer girls will challenge two-time world champion Germany in anticipation of a blowout into the top four.","There is a chance to achieve a breakthrough for ""zero gold medals"" for bicycle events in the Olympics. The women's football team will also challenge the German team, the two-times world champion, and people have hopes that they might make it to the top-4.","The cycling team is expected to win a gold medal for their ""first time"". The women's soccer team will take on the two-time world champions, the German team. We look forward to them getting in the semi-finals."
